,spr/num,spr/cal,sfr/num,sfr/cal,true_angle,est_angle,est_deviation,file
27,-4.157,-3.268,-2.234,-2.89,0.0,-4.0,-4.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
28,-4.226,-3.194,-2.179,-2.946,0.0,-3.0,-3.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
29,-4.291,-3.174,-2.132,-2.959,0.0,-2.0,-2.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
30,-4.353,-3.154,-2.097,-2.987,0.0,-1.0,-1.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
31,-4.407,-3.121,-2.08,-3.045,0.0,0.0,0.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
32,-4.413,-3.196,-2.093,-2.996,0.0,1.0,1.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
33,-4.389,-3.184,-2.125,-3.03,0.0,2.0,2.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
34,-4.345,-3.149,-2.166,-3.084,0.0,3.0,3.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
35,-4.285,-3.208,-2.217,-3.047,0.0,4.0,4.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
36,-4.227,-3.21,-2.272,-3.069,0.0,5.0,5.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
37,-4.171,-3.181,-2.327,-3.12,0.0,6.0,6.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
38,-4.124,-3.277,-2.373,-3.045,0.0,7.0,7.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
39,-4.082,-3.259,-2.398,-3.058,0.0,8.0,8.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
